name,category,latitude,longitude,distance,bike_location,rating,popularity,price
G-M Steakhouse,Restaurant,30.272779,-97.753659,133,"30.27217,-97.75246",,,
Frozen Rolls Creamery,Ice Cream Parlor,30.273169,-97.753461,136,"30.27217,-97.75246",,0.9716083086053412,1.0
Prim and Proper,Cocktail Bar,30.254268,-97.74763,76,"30.25495,-97.74755",,,
Aba Austin,Bar,30.253742,-97.74785,114,"30.25495,-97.74755",8.9,0.9922769535113749,4.0
sweetgreen,Restaurant,30.253771,-97.747017,119,"30.25495,-97.74755",7.6,0.960166172106825,2.0
Freebirds World Burrito,Fast Food Restaurant,30.25592,-97.746752,129,"30.25495,-97.74755",7.8,0.9708803165182988,1.0
Gyro Delicious,Mediterranean Restaurant,30.283313,-97.74058,103,"30.28354,-97.73953",,,
Asian Kaoboy,Asian Restaurant,30.283194,-97.740581,107,"30.28354,-97.73953",,,
Greenade,Asian Restaurant,30.283194,-97.740581,107,"30.28354,-97.73953",,,
68 Degree Kitchen,Italian Restaurant,30.277957,-97.773015,25,"30.27807,-97.77272",6.6,0.9252383778437191,2.0
Deep Eddy Cabaret,Night Club,30.277682,-97.772505,27,"30.27807,-97.77272",7.7,0.9516834817012858,1.0
Pool Burger,Restaurant,30.277682,-97.772505,32,"30.27807,-97.77272",7.8,0.9503461918892186,1.0
Thundercloud Sub,Deli,30.277994,-97.771973,65,"30.27807,-97.77272",8.3,0.9654915924826905,1.0
JuiceLand,Vegan and Vegetarian Restaurant,30.277604,-97.772172,80,"30.27807,-97.77272",8.8,0.9631968348170129,2.0
"John Howard, Lpc, Lmft",Restaurant,30.278845,-97.772118,103,"30.27807,-97.77272",,,
Tumble 22,Fried Chicken Joint,30.277855,-97.771443,110,"30.27807,-97.77272",7.9,0.9930286844708209,1.0
Holla Mode Thai Style Ice Cream,Ice Cream Parlor,30.264249,-97.763682,15,"30.26406,-97.76385",6.9,0.9562650840751731,1.0
Chuy's,Tex-Mex Restaurant,30.26377,-97.763204,55,"30.26406,-97.76385",8.8,0.9958773491592483,2.0
Four Brothers,Vegan and Vegetarian Restaurant,30.263827,-97.76285,99,"30.26406,-97.76385",,,
Cannone Cucina Italiano,Pizzeria,30.263827,-97.76285,99,"30.26406,-97.76385",,,
Have A Taco,Mexican Restaurant,30.26365,-97.762898,102,"30.26406,-97.76385",,,
Acai Hut,Restaurant,30.263827,-97.76285,107,"30.26406,-97.76385",,0.37556478733926807,1.0
The Original New Orleans Po-Boy and Gumbo Shop,Cajun / Creole Restaurant,30.263598,-97.762954,111,"30.26406,-97.76385",7.4,0.1330326409495549,1.0
Mighty Fine Burgers Fries & Shakes,Burger Joint,30.26358,-97.762819,112,"30.26406,-97.76385",,,
Big Easy Bar and Grill,Restaurant,30.263501,-97.762817,117,"30.26406,-97.76385",,,
Dock & Roll Diner,Diner,30.263827,-97.76285,121,"30.26406,-97.76385",7.8,0.015897131552917904,1.0
Umlauf Sculpture Garden and Museum,Museum,30.264197,-97.76514,124,"30.26406,-97.76385",,,
Pop Art,Ice Cream Parlor,30.263402,-97.762778,126,"30.26406,-97.76385",,,
The Mighty Cone,Ice Cream Parlor,30.26358,-97.762819,380,"30.26406,-97.76385",8.0,0.6254955489614243,1.0
Daily Juice,Deli,30.263702,-97.763215,721,"30.26406,-97.76385",,0.7887161226508408,1.0
Newk's Franchise,Restaurant,30.266599,-97.743545,36,"30.26634,-97.74378",,,
The Bar At The Fish Factory,Bar,30.266273,-97.743211,41,"30.26634,-97.74378",,0.7310385756676557,2.0
Modern Market Eatery,Restaurant,30.266273,-97.743211,45,"30.26634,-97.74378",8.5,0.9790544015825915,3.0
Speakeasy,Night Club,30.266777,-97.743616,49,"30.26634,-97.74378",7.2,0.9856617210682492,
RA Sushi Bar Restaurant,Bar,30.266383,-97.744574,62,"30.26634,-97.74378",7.4,0.9828288822947576,2.0
Terrace 59,Arts and Entertainment,30.266906,-97.743803,62,"30.26634,-97.74378",,0.6218160237388725,
Swift's Attic,Gastropub,30.265611,-97.743452,73,"30.26634,-97.74378",8.0,0.9428605341246291,3.0
Houndstooth Coffee,Coffee Shop,30.266298,-97.743138,74,"30.26634,-97.74378",8.9,0.9952047477744808,1.0
Appleseed,Restaurant,30.265772,-97.743358,74,"30.26634,-97.74378",,,
Elephant Room,Night Club,30.265611,-97.743452,76,"30.26634,-97.74378",8.8,0.9590029673590504,
Mort Subite,Beer Bar,30.265843,-97.743899,76,"30.26634,-97.74378",8.6,0.9602215628090999,
Parker Jazz Club,Jazz and Blues Venue,30.266222,-97.744668,79,"30.26634,-97.74378",7.6,0.9612185954500495,2.0
Benihana,Restaurant,30.26633,-97.74464,82,"30.26634,-97.74378",,,
Saperlipopette,Restaurant,30.265614,-97.744003,83,"30.26634,-97.74378",,,
Tap Room,Beer Bar,30.266222,-97.744668,86,"30.26634,-97.74378",,,
Lost Lei,Cocktail Bar,30.266265,-97.744731,93,"30.26634,-97.74378",5.8,0.8398733926805143,
Shiner's Saloon,Dive Bar,30.26687,-97.743532,97,"30.26634,-97.74378",8.1,0.9779386745796241,1.0
TenOak bourbon house + lounge,Cocktail Bar,30.266995,-97.744479,98,"30.26634,-97.74378",,,
B-Side Lounge & Tap Room,Bar,30.26595,-97.74471,99,"30.26634,-97.74378",,,
Mexic-Arte Museum,Art Museum,30.266824,-97.742918,101,"30.26634,-97.74378",7.6,0.9698674579624135,
Tacodeli,Taco Restaurant,30.265296,-97.743431,110,"30.26634,-97.74378",8.3,0.9845459940652819,1.0
Chinatown Westlake,Chinese Restaurant,30.267153,-97.743061,113,"30.26634,-97.74378",,,
Neon Grotto,Bar,30.266417,-97.745004,116,"30.26634,-97.74378",,0.9627457962413452,2.0
Be More Pacific,Asian Restaurant,30.267292,-97.744364,119,"30.26634,-97.74378",,,
Truluck's,Seafood Restaurant,30.266751,-97.745,123,"30.26634,-97.74378",9.0,0.9787774480712166,4.0
Chi’lantro,Korean Restaurant,30.265857,-97.744794,123,"30.26634,-97.74378",,0.9390860534124629,2.0
Summit,Night Club,30.267621,-97.743968,124,"30.26634,-97.74378",7.1,0.9601740850642928,2.0
House of the Rising Tanuki - San,Asian Restaurant,30.267578,-97.743905,124,"30.26634,-97.74378",,0.8652027695351138,2.0
Highland Lounge,Night Club,30.266912,-97.744906,125,"30.26634,-97.74378",7.9,0.9876083086053412,2.0
The Vaughn,Music Venue,30.266021,-97.745252,128,"30.26634,-97.74378",,0.3714421364985163,
Coconut Club,Night Club,30.26625,-97.745147,132,"30.26634,-97.74378",6.8,0.9864213649851632,3.0
Cuatro Gato,Coffee Shop,30.266233,-97.745165,133,"30.26634,-97.74378",,0.8773095944609298,1.0
Arepa Dealers,Southern / Soul Food Restaurant,30.266118,-97.745165,135,"30.26634,-97.74378",,,
Red Ash,Italian Restaurant,30.265807,-97.74494,141,"30.26634,-97.74378",9.1,0.9923086053412463,2.0
Oilcan,Night Club,30.26654,-97.74524,147,"30.26634,-97.74378",7.7,0.9903303659742829,1.0
Texas Tavern,Restaurant,30.26688,-97.745187,147,"30.26634,-97.74378",,,
Péché,Cocktail Bar,30.26688,-97.745187,152,"30.26634,-97.74378",8.8,0.9760079129574678,3.0
Sully's SideBar,Bar,30.265953,-97.745262,153,"30.26634,-97.74378",5.5,0.8945123639960435,4.0
OneTaco Taqueria,Taco Restaurant,30.266123,-97.742337,156,"30.26634,-97.74378",6.5,0.8969970326409495,1.0
Fourth & Co.,Cocktail Bar,30.26688,-97.745187,168,"30.26634,-97.74378",,0.9105440158259149,2.0
JW Marriott Lobby Bar,Hotel Bar,30.264242,-97.743319,35,"30.26408,-97.74355",8.3,0.9917230464886251,3.0
Taco Pegaso,Taco Restaurant,30.263693,-97.743643,43,"30.26408,-97.74355",,,
Dean's Italian Steakhouse,Steakhouse,30.26454,-97.743186,49,"30.26408,-97.74355",,0.957673590504451,4.0
Ellis,Bar,30.263605,-97.743487,50,"30.26408,-97.74355",7.6,0.9590504451038576,2.0
Corner (Austin),Restaurant,30.264345,-97.743995,51,"30.26408,-97.74355",,,
Edge Rooftop + Bar,Lounge,30.264456,-97.743631,53,"30.26408,-97.74355",,0.9176340257171117,2.0
Austin Rotisserie,Comfort Food Restaurant,30.2636,-97.743611,56,"30.26408,-97.74355",,0.888379821958457,3.0
Corner,Bar,30.264499,-97.743693,60,"30.26408,-97.74355",8.0,0.9938516320474777,2.0
Osteria Pronto (Austin),Restaurant,30.264335,-97.743236,64,"30.26408,-97.74355",,0.9403521266073195,2.0
Little Wu,Chinese Restaurant,30.263551,-97.743594,66,"30.26408,-97.74355",,0.9323363006923838,1.0
Italic,Italian Restaurant,30.263487,-97.743644,69,"30.26408,-97.74355",,0.759351137487636,2.0
TLV Israeli Street food,Israeli Restaurant,30.263605,-97.743487,70,"30.26408,-97.74355",8.8,0.9595173095944609,
Burger Bar On Congress,Burger Joint,30.264574,-97.743475,80,"30.26408,-97.74355",7.7,0.9429871414441148,1.0
Fareground,Restaurant,30.263465,-97.744268,86,"30.26408,-97.74355",9.1,0.994919881305638,2.0
Cedar Door,Pool Hall,30.264135,-97.742508,86,"30.26408,-97.74355",7.9,0.984482690405539,2.0
Henbit,American Restaurant,30.263648,-97.74355,86,"30.26408,-97.74355",7.6,0.9004470820969337,3.0
The Austonian Club,Cocktail Bar,30.264494,-97.744347,89,"30.26408,-97.74355",,0.04808704253214639,3.0
Cedar Door Patio Bar & Grill,Restaurant,30.26411,-97.74258,92,"30.26408,-97.74355",,0.8858081107814045,2.0
Chi'Lantro,Fast Food Restaurant,30.264613,-97.744297,92,"30.26408,-97.74355",,,
Foxy's Proper Pub,Restaurant,30.264153,-97.742643,94,"30.26408,-97.74355",,0.9372344213649851,2.0
Cooper's Old Time Pit Bar-B-Que,Restaurant,30.264813,-97.743714,100,"30.26408,-97.74355",8.5,0.9939307616221563,2.0
P6,Bar,30.263155,-97.744007,111,"30.26408,-97.74355",,0.9154817012858556,2.0
Llano Lounge,Lounge,30.26491,-97.744182,115,"30.26408,-97.74355",,0.8848348170128586,3.0
Medusa,Lounge,30.264885,-97.744255,116,"30.26408,-97.74355",6.8,0.34086646884273,3.0
P6,Cocktail Bar,30.262868,-97.743947,122,"30.26408,-97.74355",7.4,0.9723600395647873,3.0
Rising Roll Cafe- Austin,Deli,30.264097,-97.74486,123,"30.26408,-97.74355",,0.8857368941641939,1.0
Mason's Famous Lobster Rolls,Seafood Restaurant,30.264604,-97.744509,128,"30.26408,-97.74355",,0.9723442136498517,3.0
Sanjay & Sanjay's Bar,Bar,30.264618,-97.742225,140,"30.26408,-97.74355",,,
Tacodeli,Taco Restaurant,30.265296,-97.743431,143,"30.26408,-97.74355",8.3,0.9845459940652819,1.0
Rainmaker Document Tech,Deli,30.265364,-97.743421,143,"30.26408,-97.74355",,,
Veracruz All Natural,Taco Restaurant,30.263007,-97.744477,162,"30.26408,-97.74355",7.9,0.9900375865479724,1.0
Sweetgreen,Restaurant,30.285804,-97.74197,16,"30.28576,-97.74181",,,
Chipotle Mexican Grill,Fast Food Restaurant,30.285643,-97.742064,24,"30.28576,-97.74181",6.6,0.9886765578635015,1.0
Caffe Medici,Café,30.285473,-97.741958,37,"30.28576,-97.74181",7.4,0.9759920870425322,1.0
Austaco,Restaurant,30.285418,-97.741409,54,"30.28576,-97.74181",,,
BibiBowl,Asian Restaurant,30.286347,-97.741886,65,"30.28576,-97.74181",,,
Gourdough's Food Truck,Bagel Shop,30.286315,-97.742167,70,"30.28576,-97.74181",,,
Masala Dhaba,Indian Restaurant,30.28629,-97.74224,71,"30.28576,-97.74181",,,
Gyro House,Restaurant,30.286238,-97.742509,85,"30.28576,-97.74181",,,
The Gypsy Kit Atx,Sandwich Restaurant,30.286096,-97.742615,85,"30.28576,-97.74181",,,
Kebab Time,Mediterranean Restaurant,30.286096,-97.742615,85,"30.28576,-97.74181",,,
Maggie's Waffles,Vegan and Vegetarian Restaurant,30.286096,-97.742615,86,"30.28576,-97.74181",,0.6671256181998022,2.0
Momora Austin Food,Restaurant,30.286224,-97.742559,88,"30.28576,-97.74181",,,
Ice Scrapers,Ice Cream Parlor,30.286121,-97.742542,93,"30.28576,-97.74181",,0.8648308605341246,1.0
Pizza On Point,Pizzeria,30.286096,-97.742615,96,"30.28576,-97.74181",,0.3033827893175074,1.0
Dollar Slice Club,Pizzeria,30.286652,-97.74198,100,"30.28576,-97.74181",,,
Potbelly Sandwich Shop,Restaurant,30.286798,-97.741885,115,"30.28576,-97.74181",7.9,0.9895311572700297,1.0
Field Of Greens,Salad Restaurant,30.286212,-97.740595,115,"30.28576,-97.74181",,0.20688427299703263,1.0
Chick'nCone,Restaurant,30.287015,-97.741827,139,"30.28576,-97.74181",,,
Burger FI,Restaurant,30.287095,-97.74177,148,"30.28576,-97.74181",,,
The H.J. Lutcher Stark Center,Museum,30.286279,-97.741896,903,"30.28576,-97.74181",,0.8995529179030662,
ATX Gyro,Halal Restaurant,30.28629,-97.74224,3241,"30.28576,-97.74181",,0.906650840751731,1.0
Song La,Asian Restaurant,30.286096,-97.742615,12161,"30.28576,-97.74181",7.9,0.9066112759643917,1.0
Sock Club,Bar,30.261851,-97.727263,38,"30.26217,-97.72743",,,
The Good Vegan,Vegan and Vegetarian Restaurant,30.261851,-97.727263,38,"30.26217,-97.72743",,,
Halal Time,Fast Food Restaurant,30.262702,-97.727407,55,"30.26217,-97.72743",,0.8885064292779427,
The White Horse,Night Club,30.262513,-97.727022,57,"30.26217,-97.72743",8.8,0.9815311572700297,1.0
Bomb Tacos,Taco Restaurant,30.262581,-97.727012,57,"30.26217,-97.72743",5.7,0.8772858555885262,1.0
Glory Hole Hot Dogs,Hot Dog Joint,30.262745,-97.727469,64,"30.26217,-97.72743",,,
Ma'Coco,Taco Restaurant,30.262227,-97.726084,69,"30.26217,-97.72743",,0.9375034619188922,1.0
The Eastern,Night Club,30.262903,-97.726824,91,"30.26217,-97.72743",6.9,0.8594817012858555,1.0
Cisco's Liars Club,Night Club,30.262971,-97.726813,106,"30.26217,-97.72743",,,
Cisco's Restaurant & Bakery,Bakery,30.262903,-97.726824,107,"30.26217,-97.72743",7.3,0.9623343224530169,1.0
Texas Coffee Traders,Coffee Shop,30.26204,-97.728959,120,"30.26217,-97.72743",9.0,0.9477190900098912,1.0
La Matta,Italian Restaurant,30.262366,-97.7267,120,"30.26217,-97.72743",8.3,0.5952522255192878,1.0
Il Brutto,Cocktail Bar,30.26267,-97.726377,130,"30.26217,-97.72743",7.8,0.9659901088031652,2.0
The Volstead Lounge,Night Club,30.263389,-97.727093,144,"30.26217,-97.72743",7.6,0.9452106824925816,2.0
Rollin' Smoke BBQ Chuckwagon,Restaurant,30.263492,-97.727353,144,"30.26217,-97.72743",7.3,0.4481819980217606,1.0
LoLo,Wine Bar,30.263414,-97.72702,154,"30.26217,-97.72743",8.7,0.9464371909000989,2.0
Little Plaza Tacos,Mexican Restaurant,30.262702,-97.727407,155,"30.26217,-97.72743",7.6,0.8700059347181008,1.0
Rollin Smoke BBQ,BBQ Joint,30.262702,-97.727407,1158,"30.26217,-97.72743",7.4,0.9411434223541049,1.0
